id;code;name;cargo_class_value
2633;74131;Мята перечная;2
2634;682190;Мячи кожаные и резиновые;3
2635;133128;Набивки бумажные сухие и просаленные;3
2636;632100;Набивки мебельные;3
2637;78043;НАВОЗ;2
2638;243084;НАЖДАК;2
2639;414098;Накладки и подкладки рельсовые;3
2640;262174;Накладки тормозные асбестовые;3
2641;262189;Накладки тормозные асбобакелитовые;3
2642;411367;НАКОВАЛЬНИ;3
2643;593067;НАЛИВКИ;3
2644;121120;Наличники дверные и оконные деревянные;3
2645;125259;Наличники древесноволокнистые;3
2646;595005;Напитки безалкогольные и воды минеральные;2
2647;595043;Напитки газированные фруктовые и ягодные;2
2648;516319;Напитки кофейные;2
2649;595058;Напитки плодовоягодные, не поименованные в алфавите;2
2650;593118;Напитки слабоалкогольные;3
2651;591057;Напитки ферментированные;3
2652;516323;Напитки фруктовые, ягодные и хлебные в сухом виде, не поименованные в алфавите;2
2653;516338;Напитки чайные;2
2654;595062;Напитки, не поименованные в алфавите;2
2655;111114;Наплывы, наросты всяких пород дерева, не поименованные в алфавите;2
2656;472197;Наполнитель жирующий ПМЖ, ПЖС;3
2657;381212;Насосы автомобильные;3
2658;391233;Насосы велосипедные;3
2659;682203;Насосы футбольные;3
2660;351062;Насосы, не поименованные в алфавите;3
2661;593071;НАСТОЙКИ;3
2662;487143;НАТРИЙ;3
2663;742175;Натрий-ихтиол;3
2664;742512;Натрия N,N-диметилдитиокарбамат;3
2665;489268;НАТРИЯ АЗИД;3
2666;489272;НАТРИЯ АМИД;3
2667;483632;Натрия арсенат (натрий мышьяковокислый);3
2668;483647;Натрия арсенит (натрий мышьяковистокислый);3
2669;724317;Натрия ацетат (натрий уксуснокислый);3
2670;483666;Натрия бисульфат (гидросульфат натрия);3
2671;483685;Натрия борат (натрий борнокислый);3
2672;489287;Натрия боргидрид;3
2673;483694;Натрия бромат (натрий бромноватокислый);3
2674;483702;Натрия гексаметафосфат;3
2675;489291;Натрия гидрид;3
2676;482131;Натрия гидроксид (едкий натр, сода каустическая) твердый;2
2677;482146;Натрия гидроксид (натр едкий, каустик жидкий), раствор;2
2678;483721;Натрия гидросульфит (дитионит натрия);3
2679;483736;Натрия гипосульфит (тиосульфат натрия, натрий серноватистокислый);3
2680;483740;Натрия гипохлорит (натрий хлорноватистокислый);3
2681;483755;Натрия дихромат (натрий двухромовокислый);3
2682;485523;Натрия йодид (натрий йодистый);3
2683;482150;Натрия карбонат (натрий углекислый, сода кальцинированная);2
2684;742180;Натрия метилат-метанольный раствор;3
2685;483760;Натрия нитрат (натрий азотнокислый);3
2686;483774;Натрия нитрит (натрий азотистокислый);3
2687;481436;НАТРИЯ ОКСИД;3
2688;742245;Натрия пентахлорфенолят;3
2689;483789;Натрия перманганат (натрий марганцевокислый);3
2690;481444;Натрия пероксид;3
2691;483793;Натрия пероксодисульфат (натрий надсернокислый);3
2692;485534;Натрия роданид (натрий роданистый), раствор;3
2693;487154;Натрия сплавы;3
2694;483806;Натрия сульфат (натрий сернокислый);3
2695;485549;Натрия сульфид (натрий сернистый);3
2696;485568;Натрия сульфид безводный или содержащий менее 30 % кристаллизацион-ной воды;3
2697;485572;Натрия сульфид, кристаллогидрат, содержащий не менее 30 % кристаллизационной воды;3
2698;483810;Натрия сульфит (натрий сернистокислый);3
2699;483825;Натрия тетраборат (бура);3
2700;483844;Натрия триполифосфат;3
2701;724336;Натрия формиат (натрий муравьинокислый);3
2702;489304;Натрия фосфид (натрий фосфористый);3
2703;485553;Натрия фторид (натрий фтористый);3
2704;485587;Натрия фторосиликат (натрий кремнефтористый);3
2705;483859;Натрия хлорат (натрий хлорноватокислый);3
2706;724321;Натрия хлорацетат (натрий монохлоруксусный);3
2707;483863;Натрия хлорит (натрий хлористокислый);3
2708;483878;Натрия хромат (натрий хромовокислый);3
2709;485591;Натрия цианид;3
2710;711317;НАФТАЛИН;3
2711;742194;НАФТАМ-2;3
2712;731378;НАФТИЛАМИН;3
2713;725288;НАФТОКСОЛ-7С;3
2714;514101;Начинка карамельная фруктовая и ягодная;2
2715;0;Не определён;0
2716;682364;Неводы (сети рыболовные) всякие;3
2717;461239;НЕОЛЕЙКОРИТ;3
2718;488354;НЕОН СЖАТЫЙ;3
2719;753432;Неонол В-1020-3;3
2720;753447;НЕОНОЛЫ;3
2721;489319;Неорганические соединения прочие, не поименованные в алфавите;3
2722;742207;НЕРОЗИН;3
2723;641307;НЕСЕССЕРЫ;3
2724;210004;НЕФТЕПРОДУКТЫ СВЕТЛЫЕ;2
2725;215050;Нефтепродукты светлые, не поименованные в алфавите;2
2726;220006;НЕФТЕПРОДУКТЫ ТЕМНЫЕ, ГАЗЫ ЭНЕРГЕТИЧЕСКИЕ;2
2727;225137;Нефтепродукты темные, не поименованные в алфавите;2
2728;222124;Нефтесвязующее для брикетирования угля;2
2729;200002;НЕФТЬ И НЕФТЕПРОДУКТЫ;2
2730;201005;НЕФТЬ СЫРАЯ;2
2731;331317;НИКЕЛЬ;3
2732;483897;Никеля (II) нитрит (никель азотистокислый);3
2733;481459;Никеля (IІ) оксид (закись никеля, гемиоксид никеля);3
2734;483882;Никеля нитрат (никель азотнокислый);3
2735;481463;НИКЕЛЯ ОКСИД;3
2736;483903;Никеля сульфат (никель сернокислый, купорос никелевый);3
2737;331321;Ниобий, порошок;3
2738;758027;НИОГРИН;3
2739;262193;Нити асбестовые;3
2740;463056;Нити искусственные и синтетические;3
2741;622039;Нитки из синтетического шелка;3
2742;622043;Нитки льняные всякие;3
2743;622062;Нитки хлопчатобумажные всякие;3
2744;622077;Нитки шелковые;3
2745;622058;Нитки, не поименованные в алфавите;3
2746;433065;НИТРАГИН;2
2747;484207;Нитрат аммония жидкий, концентрированный раствор;3
2748;732173;Нитрил акриловой кислоты (акрилонитрил) ингибированный;3
2749;467150;Нитроаминофенол;3
2750;436114;НИТРОАММОФОС;2
2751;436129;Нитроаммофоска;2
2752;467175;НИТРОАНИЗОЛЫ;3
2753;467184;Нитроанилин (паранитроанилин);3
2754;467199;НИТРОБЕНЗОЛ;3
2755;436133;Нитродиаммофос;2
2756;466285;Нитрокраски, не поименованные в алфавите;3
2757;467201;НИТРОКСИЛОЛ;3
2758;466299;Нитролаки, не поименованные в алфавите;3
2759;732101;НИТРОЛИГНИН;3
2760;463060;Нитрон (волокно синтетическое);3
2761;732116;Нитронафталин;3
2762;732120;НИТРОПРОПАН;3
2763;732008;Нитросоединения;3
2764;732169;НИТРОТОЛУОЛЫ;3
2765;732135;НИТРОФЕН;3
2766;467216;НИТРОФЕНОЛ;3
2767;436148;НИТРОФОС;2
2768;436152;НИТРОФОСКА;2
2769;732140;Нитрохлоранилин;3
2770;467220;Нитрохлорбензолы;3
2771;725292;Нитроцеллюлоза, содержащая воду (не менее 25% по массе);3
2772;725305;Нитроцеллюлоза, содержащая пластифицирующие вещества (не менее 18 % пластифицирующего вещества по массе) и не более 12.6 % азота на сухую массу;3
2773;725312;Нитроцеллюлоза, содержащая спирт (не менее 25% спирта по массе) и не более 12.6 % азота на сухую массу;3
2774;466302;Нитроэмали, не поименованные в алфавите;3
2775;732154;НИТРОЭТАН;3
2776;331336;НИХРОМ;3
2777;261350;Новоасбозурит;3
2778;127235;Носилки санитарные;3
2779;671139;НОТЫ;2
2780;725343;Н-пропилацетат;3
2781;711362;Н-пропилбензол;3
2782;18076;НУТ;2
2783;91090;ОБАПОЛ;1
2784;51214;Облепиха свежая;2
2785;51229;Облепиха свежемороженая;2
2786;999999;Обобщенная позиция д;0
2787;125263;Ободья колесные деревянные;3
2788;133132;ОБОИ;3
2789;564064;Оболочка колбасная белковая;3
2790;351081;Оборудование горношахтное и запасные части к нему;3
2791;351077;Оборудование деревообрабатывающее и запасные части к нему;3
2792;351096;Оборудование для валяльно-войлочной промышленности и запасные части к нему;3
2793;351109;Оборудование для кабельной промышленности и запасные части к нему;3
2794;351113;Оборудование для литейного производства и запасные части к нему;3
2795;351128;Оборудование для пищевой и мукомольной промышленности и запасные части к нему;3
2796;351132;Оборудование для предприятий торговли общественного питания и пищеблоков и запасные части к нему;3
2797;351147;Оборудование для производства асбоцементных изделий (асбошифера и асботруб) и запасные части к нему;3
2798;351151;Оборудование для производства гипса, гипсовых изделий и извести и запасные части к нему;3
2799;351166;Оборудование для производства железобетонных конструкций и деталей и запасные части к нему;3
2800;351170;Оборудование для производства керамических масс и керамики и запасные части к нему;3
2801;351185;Оборудование для производства пластмасс и запасные части к нему;3
2802;351194;Оборудование для производства строительных материалов (кирпича и черепицы) и запасные части к нему;3
2803;351202;Оборудование для резинотехнической промышленности и запасные части к нему;3
2804;351217;Оборудование для стекольно-ситалловой промышленности и запасные части к нему;3
2805;351221;Оборудование для текстильно-галантерейной промышленности и запасныечасти к нему;3
2806;351236;Оборудование для текстильной промышленности и запасные части к нему;3
2807;351240;Оборудование для трикотажной промышленности и производства нетканых материалов и запасные части к нему;3
2808;351255;Оборудование для целлюлозно-бумажной промышленности и запасные части к нему;3
2809;351274;Оборудование для черной и цветной металлургии и запасные части к нему;3
2810;351289;Оборудование для швейной промышленности и запасные части к нему;3
2811;351325;Оборудование камнедобывающее и камнеобрабатывающее и запасные части к нему;3
2812;351310;Оборудование кожевенно-обувное и запасные части к нему;3
2813;351337;Оборудование красильно-отделочное и запасные части к нему;3
2814;351344;Оборудование кузнечно-прессовое и запасные части к нему;3
2815;693161;Оборудование несъемное, установленное на вагоне (турникеты, стойки, кассеты, призмы и др.);3
2816;423025;Оборудование передвижное на железнодорожном ходу;2
2817;351359;Оборудование подъемно-транспортное и запасные части к нему;3
2818;351363;Оборудование пожарное и запасные части к нему;3
2819;351378;Оборудование полиграфическое и запасные части к нему;3
2820;351306;Оборудование прочее, машины различного назначения и запасные части к нему;3
2821;693176;Оборудование съемное (турникеты, стойки, кассеты, призмы, хлебные щиты, стяжки, стропы и др.);3
2822;414100;Оборудование тормозное подвижного состава;3
2823;351382;Оборудование холодильное и запасные части к нему;3
2824;351260;Оборудование цементной промышленности и запасные части к нему;3
2825;351293;Оборудование электротехническое и запасные части к нему;3
2826;351397;Оборудование энергетическое и запасные части к нему;3
2827;682218;Оборудование, инвентарь театральный и цирковой;3
2828;581209;Обрат сгущенный;2
2829;516342;Обрат сухой;2
2830;692154;Обрезки гуттаперчевые;3
2831;333055;Обрезки и обрубки цветных металлов;3
2832;632115;Обрезки и обрывки тканей всяких;3
2833;692169;Обрезки картона;3
2834;692173;Обрезки каучуковые;3
2835;692188;Обрезки кож (шкур), не годные к употреблению;3
2836;692192;Обрезки овчинные;3
2837;651101;Обрезы меховые, не поименованные в алфавите;3
2838;316088;Обрезь черных металлов от прокатного производства;3
2839;654006;ОБУВЬ;3
2840;654044;Обувь валяная;3
2841;654059;Обувь кожаная;3
2842;654063;Обувь комбинированная с верхом из текстильных материалов, войлока, фетра и кожи;3
2843;654082;Обувь резиновая, не поименованная в алфавите;3
2844;654097;Обувь с верхом из синтетических и искусственных кож;3
2845;654078;Обувь, не поименованная в алфавите;3
2846;13000;ОВЕС;2
2847;581214;Овощи маринованные, моченые, пастеризованные, соленые, не поименованные в алфавите;2
2848;41123;Овощи свежемороженные;2
2849;41000;Овощи свежие;2
2850;41138;Овощи свежие, не поименованные в алфавите;2
2851;583046;Овощи сушеные, не поименованные в алфавите;2
2852;583008;Овощи, картофель и грибы сушеные;2
2853;40008;ОВОЩИ, КАРТОФЕЛЬ, БАХЧЕВЫЕ КУЛЬТУРЫ СВЕЖИЕ, СВЕКЛА САХАРНАЯ;2
2854;61076;ОВЦЫ;2
2855;77055;Овчины (шкуры бараньи и овечьи) невыделанные, не поименованные а алфавите;3
2856;651116;Овчины выделанные, не поименованные в алфавите;3
2857;758031;Огарки (остатки от производства серной кислоты);3
2858;341022;Огарки железных руд;1
2859;341037;Огарки колчеданные (пиритов);1
2860;191053;Огарки сланцевые;1
2861;341041;Огарки цветных руд;1
2862;351429;Огнетушители одноразового действия;3
2863;351433;Огнетушители углекислотные;3
2864;300003;ОГНЕУПОРЫ, АСБЕСТ, СЛЮДА;1
2865;581229;Огурцы маринованные и соленые;2
2866;41142;Огурцы свежие;2
2867;634159;Одежда всякая в готовом и раскроенном виде, не поименованная в алфавите;3
2868;442083;ОДЕКОЛОН;3
2869;632125;Одеяла ватные, перовые, пуховые и др.;3
2870;742211;ОДОРАНТ СПМ;3
2871;224064;Озокерит;2
2872;224007;Озокерит природный и продукция восковая;2
2873;333064;Окалина цветных металлов;3
2874;316092;Окалина черных металлов;3
2875;141114;Окатыши железорудные;1
2876;142042;Окатыши марганцевой руды;1
2877;725663;ОКСАНОЛЫ;3
2878;488528;ОКСИД;3
2879;726056;Оксид алкилдиметиламина;3
2880;726064;Оксид мезитила;3
2881;726079;Оксид пропилена (метилоксиран);3
2882;726083;Оксид этилена (оксиран);3
2883;753466;ОКСИДАТ ВЖС;3
2884;753470;Оксидол-деэмульгатор;3
2885;241604;Оксиды магния природные;1
2886;481482;Оксиды, не поименованные в алфавите;3
2887;726007;Оксиды, пероксиды;3
2888;742226;ОКСИФОС Б;3
2889;466317;Оксоль (олифа);3
2890;488369;Октафторциклобутан (хладон 318-С);3
2891;725324;ОКТИЛАЦЕТАТ;3
2892;63122;ОЛЕНИ;2
2893;671143;Олеографии в рамах и без рам;2
2894;725678;ОЛЕОКСЫ;3
2895;481247;ОЛЕУМ;3
2896;232249;Оливин (минерал);1
2897;301082;ОЛИВИНИТ;1
2898;461262;ОЛИГОМЕРЫ;3
2899;466321;Олифа искусственная (глифталевая, каменноугольная, нафтеноль и др.), не поименованная в алфавите;3
2900;466336;Олифа натуральная, не поименованная в алфавите;3
2901;483933;Олова (II) сульфат (олово сернокислое);3
2902;483914;Олова арсенат (олово мышьяковокислое);3
2903;483929;Олова арсенит (олово мышьяковистокислое);3
2904;489323;Олова монофосфид;3
2905;481497;ОЛОВА ОКСИД;3
2906;485604;Олова тетрахлорид (олово четыреххлористое), безводный;3
2907;489338;Олова фосфид (олово фосфористое);3
2908;331340;ОЛОВО;3
2909;485924;Олово мышьяковистое;3
2910;485619;Олово хлористое (олова (II) хлорид);3
2911;572056;ОМАРЫ;2
2912;757382;ОМОКСЫ;3
2913;103048;Опилки древесные;1
2914;316177;Опилки и стружки металлические, подверженные самонагреванию;3
2915;333079;Опилки цветных металлов;3
2916;651120;Опоек меховый;3
2917;254074;Опоры железобетонные;2
2918;361384;Опрыскиватели для растений всякие;2
2919;758046;Органические отходы производства фталофоса и тринонилфенилфосфита;3
2920;742508;Органические соединения прочие, не поименованные в алфавите;3
2921;461277;Оргстекло листовое (плексиглас);3
2922;54000;ОРЕХИ;2
2923;54049;Орехи грецкие;2
2924;54053;Орехи кедровые;2
2925;54068;Орехи лещинные (фундук);2
2926;54072;Орехи миндальные (миндаль);2
2927;54119;Орехи тунговые;2
2928;54091;Орехи фисташковые (фисташки);2
2929;54087;Орехи, не поименованные в алфавите;2
2930;171115;Орешек коксовый;1
2931;467254;ОРТОТОЛУИДИН;3
2932;758188;Осадок мышьяксодержащий обезвоженный;3
2933;436167;Осадок фильтрационный (дефекат);2
2934;362029;Оси к тракторным прицепам;2
2935;411371;Оси, кроме вагонных и локомотивных;3
2936;63137;ОСЛЫ;2
2937;742230;Основа АГМ-10 для концентрата винипола;3
2938;482004;Основания и содопродукты;2
2939;713079;Основания пиридиновые легкие;3
2940;713083;Основания пиридиновые тяжелые;3
2941;690002;ОСТАЛЬНЫЕ ГРУЗЫ;2
2942;758050;Остатки кубовые;3
2943;225141;Остатки кубовые ректификации бензола;2
2944;472286;Остатки кубовые ректификации сырого бензола при коксохимическом производстве;3
2945;215065;Остатки нефтяные типа К-1;2
2946;221102;Остатки нефтяные тяжелые;2
2947;692205;Остатки от резинового производства;3
2948;692216;Остатки прядильного производства промасленные;3
2949;632134;Остатки прядильного производства, кроме промасленных;3
2950;556316;Остатки растительных масел, не поименованные в алфавите;2
2951;721319;Осушитель-сырец (на основе полигликолей);3
2952;131033;Отбор от древесной целлюлозы;3
2953;361399;Отвалы плужные;2
2954;466355;Отвары дубильные и красильные, не поимненованные в алфавите;3
2955;757397;Отвердитель АЦЭГ;3
2956;757401;Отвердитель полиоксипропиленаминный;3
2957;475231;Отгон пиролизных смол;3
2958;505009;Отруби и отходы мукомольного производства;2
2959;442098;Отруби миндальные;3
2960;505028;Отруби пшеничные;2
2961;505047;Отруби ржаные;2
2962;505051;Отруби ячменные прессованные и непрессованные;2
2963;505032;Отруби, не поименованные в алфавите;2
2964;232253;Отсев гранитный или каменный;1
2965;304080;Отходы асбестовые (крошка, пыль), не поименованные в алфавите;1
2966;232268;Отходы асбошиферные и шиферные;1
2967;611053;Отходы волокнистые хлопкоочистительных заводов;3
2968;758065;Отходы галалита;3
2969;758079;Отходы дихлорэтана;3
2970;111129;Отходы древесные;2
2971;241411;Отходы известковые апатитовых и нефелиновых обогатительных фабрик;1
2972;241426;Отходы известковые разных производств, не поименованные в алфавите;1
2973;241430;Отходы известковые фосфоритовых руд;1
2974;225156;Отходы кислотные и щелочные нефтяные;2
2975;542173;Отходы кормовые семян сахарной свеклы;2
2976;621110;Отходы льняные и пеньковые;3
2977;225160;Отходы масляного и пиролизного производства;2
2978;758084;Отходы масляных красок и белил;3
2979;505066;Отходы мукомольные зерновые;2
2980;564007;Отходы мясной промышленности;3
2981;564079;Отходы мясные, не поименованные в алфавите;3
2982;572060;Отходы от рыб, не поименованные в алфавите;2
2983;76033;Отходы пера, пуха;3
2984;542188;Отходы пищевой промышленности, не поименованные в алфавите;2
2985;758099;Отходы пластмассовые, не поименованные в алфавите;3
2986;72013;Отходы табачные сырые (крошка и пыль);3
2987;692296;Отходы текстильные всякие промасленные;3
2988;692224;Отходы трикотажные;3
2989;758008;Отходы химического производства;3
2990;611034;Отходы хлопковые, кроме улюка;3
2991;758154;Отходы целлулоида;3
2992;692239;Отходы целлюлозные;3
2993;466365;ОХРА;3
2994;621125;Очесы волокон джута, кенафа, кендыря и др., не поименованные в алфавите;3
2995;621133;ОЧЕСЫ ЛЬНА;3
2996;621144;Очесы пеньковые;3
2997;692309;Очесы хлопчатобумажные;3
2998;632149;Очесы шелковые всякие шелка-сырца;3
2999;121135;Павильоны деревянные разобранные;3
3000;256099;Павильоны, не поименованные в алфавите;3
3001;133147;Пакеты бумажные;3
3002;316105;Пакеты из легковесных стальных отходов и лома;3
3003;621178;ПАКЛЯ;3
3004;632153;ПАЛАТКИ;3
3005;682222;Палки лыжные;3
3006;516357;Палочки кукурузные;2
3007;112047;Пальмы (растения);2
3008;634178;Пальто меховые;3
3009;634163;Пальто, кроме меховых;3
3010;264358;Памятники из камня природного, не поименованные в алфавите;1
3011;415156;Памятники металлические;3
3012;251179;Панели керамзитобетонные;2
3013;254089;Панели стеновые железобетонные;2
3014;371136;Панели стеновые и кровельные, состоящие их двух стенок, изготовленных из металлических листов, с изоляционным наполнителем;3
3015;251184;Панели стеновые, не поименованные в алфавите;2
3016;517025;ПАПИРОСЫ;3
3017;133151;Папки и обложки;3
3018;731382;Парааминодифениламин (падфа);3
3019;757414;ПАРААНТРАЦЕН;3
3020;472207;ПАРАКРЕОЗОТ;3
3021;723230;ПАРАЛЬДЕГИД;3
3022;441428;Парафин медицинский;2
3023;224079;Парафины нефтяные жидкие;2
3024;224083;Парафины нефтяные твердые;2
3025;224098;Парафины, не поименованные в алфавите;2
3026;723244;Параформальдегид;3
3027;682237;ПАРАШЮТЫ;3
3028;121146;Паркет и паркетные изделия;3
3029;422037;Паровозы, перевозимые на своих осях;2
3030;391248;Паровозы, перевозимые не на своих осях;3
3031;262206;ПАРОНИТ;3
3032;631080;Парусина брезентовая;3
3033;442172;Парфюмерные продукты, содержащие легковоспламеняющиеся растворители;3
3034;757429;Паста алкилсульфатов синтетических жирных кислот;3
3035;466374;Паста алюминиевая для красок;3
3036;442100;Паста зубная;3
3037;581233;Паста и пюре томатные;2
3038;213445;Паста кожевенная эмульгирующая;2
3039;241445;Паста литейная противопригарная;1
3040;756017;Паста моющаяся для меха, шелка и синтетики;3
3041;758169;Паста скрубберная;3
3042;466389;Паста суховальцованная для нитроэмалей;3
3043;466393;"Паста уплотнительная ""Севастополь""";3
3044;41157;Пастернак свежий;2
3045;514116;Пастила всякая;2
3046;466406;Пат жемчужный;3
3047;515119;Патока крахмальная, глюкозная, кукурузная;3
3048;515123;Патока мальтозная;3
3049;515138;Патока, не поименованная в алфавите;3
3050;682241;Патронташи и сумки охотничьи;3
3051;403036;Патроны для электрических ламп;3
3052;552052;ПАХТА;2
3053;241459;ПЕГМАТИТ;1
3054;471067;Пек древесный, сланцевый, стеариновый, торфяной и др., непоименованный в алфавите;3
3055;225175;Пек жидкий;2
3056;471052;Пек каменнноугольный жидкий (расплавленный);3
3057;471071;Пек каменноугольный твердый;3
3058;225182;Пек нефтяной;2
3059;471086;Пек талловый;3
3060;516361;ПЕКТИНЫ;2
3061;71148;Пеллеты (гранулы) из растительных отходов, не поименованные в алфавите;2
3062;542281;Пеллеты (гранулы) из лузги подсолнечника;2
3063;562069;ПЕЛЬМЕНИ;2
3064;573059;Пельмени рыбные;2
3065;244000;ПЕМЗА;2
3066;234032;Пемза литоидная;1
3067;244021;Пемза, не поименованная в алфавите;2
3068;752158;Пенообразователи ТЭАС, ПО-1, ПО-6К, ПО-1Д;3
3069;752143;Пенообразователи, не поименованные в алфавите;3
3070;461296;Пенопласты (поропласты);3
3071;461309;Пенополиуретаны;3
3072;752162;ПЕНОРЕАГЕНТ;3
3073;261364;ПЕНОСТЕКЛО;3
3074;303181;ПЕНОШАМОТ;2
3075;711321;ПЕНТАН;3
3076;722129;Пентахлорфенол;3
3077;712288;Пентахлорэтан;3
3078;721323;ПЕНТАЭРИТРИТ;3
3079;621159;Пенька чесаная;3
3080;621163;Пеньковолокно;3
3081;441432;ПЕПСИН;2
3082;132426;ПЕРГАМЕНТ;3
3083;252115;Пергамин кровельный;3
3084;414121;Переводы стрелочные;3
3085;411386;Перемычки из металлических шпунтов;3
3086;121154;Переплеты (рамы) дверные и оконные деревянные;3
3087;414134;Пересечения глухие, съезды перекрестные, крестовины, скрепления рельсовые;3
3088;41161;Перец (в стручках) свежий;2
3089;583050;Перец в стручках сушеный;2
3090;516376;Перец всякий горошком и молотый;2
3091;632168;Перины и матрацы;3
3092;234047;Перлит вспученный;1
3093;232272;Перлит, не поименованный в алфавите;1
3094;76048;ПЕРО ПТИЧЬЕ;3
3095;726098;Пероксид ацетила не более 27% в растворе;3
3096;726100;Пероксид бензоила;3
3097;726115;Пероксид дикумила (паста флегматизированная, порошок увлажненный);3
3098;726122;Пероксид дитретбутила;3
3099;726134;Пероксид лауроила;3
3100;726149;Пероксид метилэтилкетона;3
3101;726153;Пероксид третбутила-бензоила, раствор;3
3102;726168;Пероксиды фракции жирных кислот, в масле;3
3103;726172;Пероксиды, не поименованные в алфавите;3
3104;51233;Персики свежие;2
3105;462208;Перфоль (пленка полиамидная);3
3106;712292;Перхлорэтилен, технический;3
3107;452189;Перчатки резиновые;3
3108;641311;Перчатки, кроме трикотажных и резиновых;3
3109;684073;Перья стальные;2
3110;236023;Песок для песочниц локомотивов;1
3111;241464;Песок кварцевый, кроме строительного;1
3112;231072;Песок строительный;1
3113;241479;Песок формовочный;1
3114;232287;Песок футеровочный;1
3115;751009;ПЕСТИЦИДЫ;3
3116;751070;Пестициды жидкие легковоспламеняющиеся ядовитые с температурой вспышки 23 С и выше;3
3117;751066;Пестициды жидкие легковоспламеняющиеся ядовитые с температурой вспышки ниже 23 С;3
3118;751085;Пестициды жидкие, ядовитые;3
3119;751090;Пестициды твердые ядовитые;3
3120;232291;ПЕСЧАНИК;1
3121;416197;Петли из цветных металлов;3
3122;224100;Петролатум;2
3123;41176;Петрушка свежая;2
3124;513058;ПЕЧЕНЬЕ;2
3125;415160;Печи металлические, кроме электрических;3
3126;592007;ПИВО;3
3127;592026;Пиво всякое;3
3128;634182;Пиджаки, куртки;3
3129;742256;ПИКОЛИН;3
3130;81188;Пиловочник всяких пород дерева;1
3131;91008;Пиломатериалы;1
3132;91103;Пиломатериалы для оборудования грузовых вагонов под людские перевозки;1
3133;91118;Пиломатериалы, не поименованные в алфавите;1
3134;742264;ПИНАКОЛИН;3
3135;711336;ПИПЕРИЛЕН;3
3136;711340;ПИРЕН;3
3137;711355;ПИРИДИН;3
3138;152030;Пирит (колчедан серный) всякий;1
3139;215077;Пиробензол нефтяной;2
3140;513062;ПИРОЖНЫЕ;2
3141;467235;Пирокатехин технический;3
3142;215084;Пироконденсат нефтяной;2
3143;142057;Пироксиды, пиролюзиты (руда марганцевая);1
3144;225194;Пирополимеры;2
3145;722148;ПИРРОГАЛЛОЛ;3
3146;671158;ПЛАКАТЫ;2
3147;391252;ПЛАНЕРЫ;3
3148;125278;Планки упаковочные деревянные;3
3149;461313;Пластик бумажнослоистый, декоративный;3
3150;94012;Пластики древесные слоистые;3
3151;684088;ПЛАСТИЛИН;2
3152;452206;Пластины из пенорезины;3
3153;651135;Пластины подошвенные кожаные;3
3154;452193;Пластины резиновые всякие;3
3155;661160;Пластины фотографические стеклянные;3
3156;752177;Пластификатор диалкилфталат-789;3
3157;752181;Пластификатор дибутиладипинат;3
3158;752196;Пластификатор дикаприлфталат;3
3159;752209;Пластификатор диметилсебаценат;3
3160;752228;Пластификатор СБ-2А;3
3161;752001;Пластификаторы и пенообразователи;3
3162;752232;Пластификаторы ЛЗ-7, П-3;3
3163;752247;Пластификаторы фосфатные;3
3164;752251;Пластификаторы, не поименованные в алфавите;3
3165;652087;ПЛАСТКОЖА;3
3166;634197;Платки носовые;3
3167;634207;Платки полушерстяные, суконные, хлопчатобумажные, шелковые и шерстяные;3
3168;421104;Платформы железнодорожные, перевозимые на своих осях;2
3169;634214;Платья готовые всякие, кроме трикотажных;3
3170;633118;Платья трикотажные всякие;3
3171;661175;Плафоны стеклянные;3
3172;634229;Плащи (включая накидки);3
3173;634233;ПЛЕДЫ;3
3174;462212;Пленка антикоррозийная;3
3175;462227;Пленка кинематографическая битая;3
3176;462231;Пленка полихлорвиниловая, полиэтиленовая и др., не поименованная в алфавите;3
3177;462246;Пленка рентгеновская;3
3178;462250;Пленка целлофановая;3
3179;121169;Плинтусы деревянные;3
3180;125282;Плинтусы древесно-волокнистые;3
3181;261379;Плитки из ячеистого бетона силикатные;3
3182;251292;Плитки керамические, не поименованные в алфавите;2
3183;462265;Плитки пластмассовые всякие;3
3184;251199;Плиты (щиты) и плитки камышитовые;2
3185;251201;Плиты (щиты) и плитки мраморные;2
3186;125297;Плиты асбодревесные;3
3187;303196;Плиты вулканитовые;2
3188;122015;Плиты древесноволокнистые;3
3189;122022;Плиты древесностружечные;3
3190;122000;Плиты древесностружечные и древесноволокнистые;3
3191;254093;Плиты железобетонные;2
3192;254106;Плиты железобетонные пустотелого настила;2
3193;254110;Плиты железобетонные, не поименованные в алфавите;2
3194;262210;Плиты и плитки асбестовые;3
3195;251216;Плиты и плитки асбестошлаковые;2
3196;262225;Плиты и плитки асбобакелитовые;3
3197;262237;Плиты и плитки асбопеколитовые;3
3198;263069;Плиты и плитки асфальтовые;3
3199;251220;Плиты и плитки бетонные;2
3200;251235;Плиты и плитки гипсовые;2
3201;251245;Плиты и плитки гипсокамышитовые;2
3202;251254;Плиты и плитки гипсоцементные;2
3203;251269;Плиты и плитки гранитные;2
3204;303209;Плиты и плитки диабазовые огнеупорные;2
3205;251273;Плиты и плитки из камня искусственного шлифованные и полированные, не поименованные в алфавите;2
3206;251288;Плиты и плитки из камня природного шлифованные и полированные, не поименованные в алфавите;2
3207;303213;Плиты и плитки магнезитовые;2
3208;251305;Плиты и плитки метлахские;2
3209;251311;Плиты и плитки пенобетонные;2
3210;251324;Плиты и плитки пирогранитные;2
