id;code;name;cargo_class_value
1;731011;1- (2-аминоэтил), пиперазин;3
2;712184;1, 2-дибромэтан (этилендибромид);3
3;712201;1, 2-дихлорбензол;3
4;712220;1, 2-дихлорэтан;3
5;712235;1, 2-дихлорэтилен;3
6;712216;1, 4-дихлорбензол;3
7;711177;1, 4-диэтилбензол;3
8;742033;1, 6-гексаметиленди-изоцианат;3
9;712076;1-бром-3-хлорпропан;3
10;721111;2, 3-дибромпропанол-1;3
11;467112;2, 4-динитрофенолы, содержащие не менее 15% воды;3
12;467108;2, 4-динитрохлорбензол;3
13;711302;2-метилнафталин (бета-метилнафталин), технический;3
14;467146;2-нафтол технический;3
15;722256;2-ХЛОРФЕНОЛ;3
16;722133;4-ПЕНТЕНОЛ;3
17;467080;N, N-диметиланилин;3
18;731166;N, N-диметилацетамид;3
19;731170;N, N-диметилформамид;3
20;467127;N, N-диэтиланилин;3
21;467343;N-Метиланилин;3
22;723206;N-метилпирролидон;3
23;732192;N-этиланилин (моноэтиланилин, экстралин);3
24;641010;Абажуры, кроме стеклянных;3
25;51017;Абрикосы свежие;2
26;486014;АБСОРБЕНТЫ;3
27;381015;Автобензозаправщики;3
28;381025;АВТОБУСЫ;3
29;381034;Автодезоустановки;3
30;421015;Автодрезины, перевозимые на своих осях;2
31;391017;Автодрезины, перевозимые не на своих осях;3
32;452013;Автокамеры (камеры автомобильные) резиновые новые;3
33;692012;Автокамеры (камеры автомобильные) резиновые старые;3
34;453016;Автокамеры резиновые, бывшие в употреблении, восстановленные;3
35;391021;АВТОКАРЫ;3
36;213017;Автолы, не поименованные в алфавите;2
37;381049;Автомастерские передвижные;3
38;683013;Автоматы игровые;3
39;681018;Автоматы музыкальные;3
40;381053;Автомобили ассенизационные;3
41;381068;Автомобили грузовые в ремонт и из ремонта;3
42;381072;Автомобили грузовые, не поименованные в алфавите;3
43;683028;Автомобили детские педальные;3
44;381000;Автомобили и их части;3
45;381087;Автомобили легковые;3
46;381091;Автомобили специальные;3
47;381104;Автомобили, оборудованные кино-, радио и электроустановками, сейсмостанциями;3
48;421026;Автомотрисы, перевозимые на своих осях;2
49;391036;Автомотрисы, перевозимые не на своих осях;3
50;693250;Автопоезд груженый, используемый в системе контрейлерных перевозок;2
51;693195;Автопоезд порожний, используемый в системе контрейлерных перевозок, до или после перевозки груза;2
52;361011;АВТОПОИЛКИ;2
53;452028;Автопокрышки (покрышки автомобильные) резиновые новые;3
54;692027;Автопокрышки (покрышки автомобильные) резиновые старые;3
55;453020;Автопокрышки резиновые, бывшие в употреблении восстановленные;3
56;381119;Авторефрижераторы;3
57;381123;АВТОСИДЕНИЯ;3
58;414011;Автосцепки и их части;3
59;381138;АВТОТЯГАЧИ;3
60;381142;АВТОФУРГОНЫ;3
61;381157;Автоцементовозы;3
62;381161;АВТОЦИСТЕРНЫ;3
63;232018;Агальматолит;1
64;516018;Агар, агароид;2
65;241017;Агат;1
66;722035;АГИДОЛ;3
67;141016;Агломерат железорудный;1
68;142019;Агломерат марганцевый;1
69;151018;Агломерат титаномагнититовой руды;1
70;141020;Агломерат хромитовой руды;1
71;232022;Аглопорит;1
72;351448;Агрегаты для производства мягких кровельных материалов;3
73;361026;Агрегаты электростригальные;2
74;78019;Агримус (лигнин гидролизный для удобрения);2
75;732012;Адиподинитрил;3
76;441019;АДРЕНАЛИН;2
77;488015;Азот жидкий, охлажденный;3
78;488020;АЗОТ СЖАТЫЙ;3
79;488034;Азота гемиоксид;3
80;433012;Азотобактерин;2
81;730002;АЗОТСОДЕРЖАЩИЕ ОРГАНИЧЕСКИЕ СОЕДИНЕНИЯ;3
82;436010;АЗОФОСФАТ;2
83;51021;Айва свежая;2
84;757016;АКАРИЗОЛ;3
85;682010;АКВАЛАНГИ;3
86;757024;АКВАНИТ;3
87;473017;Аккумуляторы и батареи аккумуляторные электрические;3
88;731024;АКРИЛАМИД;3
89;461012;Акрилнитрилстирол;3
90;441023;АКРИХИН;2
91;486024;АКТИНАП;3
92;233010;Алебастр (гипс) в кусках и молотый;1
93;132017;АЛИГНИН;3
94;441038;Алкалоиды растительные, не поименованные в алфавите;2
95;757039;АЛКАМОН ОС-2;3
96;215012;Алкилбензин (алкилат);2
97;215027;Алкилбензол;2
98;725708;Алкилсульфонат;3
99;722010;АЛКИЛФЕНОЛ;3
100;712019;Аллихлорид (аллил хлористый);3
101;74019;Алоэ (растение лекарственное);2
102;51036;Алыча свежая;2
103;684016;АЛЬБОМЫ;2
104;564011;АЛЬБУМИН;3
105;723013;Альдегид акриловый (акролеин) ингибированный;3
106;723028;Альдегид глутаровый, водный раствор;3
107;723032;Альдегид кротоновый;3
108;723047;Альдегид масляный (бутаналь);3
109;723009;Альдегиды, кетоны и ангидриды;3
110;723051;Альдегиды, не поименованные в алфавите;3
111;241021;АЛЬМАНДИН;1
112;331622;АЛЬФЕНИД;3
113;483011;Алюминат натрия;3
114;331016;Алюминий и сплавы алюминиевые первичные в болванках, слитках, чушках и других формах;3
115;483026;Алюминий нитрат (алюминий азотнокислый);3
116;331020;Алюминий порошок непокрытый;3
117;489018;Алюминия гидрид;3
118;482019;Алюминия гидроксид;2
119;489022;Алюминия карбид;3
120;489037;Алюминия силицид (алюминий кремнистый);3
121;483030;Алюминия сульфат (алюминий сернокислый);3
122;485017;Алюминия фторид (алюминий фтористый);3
123;485021;Алюминия хлорид (алюминий хлористый, алюмохлорид), раствор;3
124;485036;Алюминия хлорид безводный;3
125;487012;Амальгамы щелочно-земельных металлов;3
126;487027;Амальгамы щелочных металлов;3
127;442011;АМБРА;3
128;489395;АМИДОЛЫ;3
129;725019;АМИЛАЦЕТАТ;3
130;757043;АМИЛЕНИТ;3
131;732027;АМИЛНИТРАТ;3
132;489041;Амилы и амилины;3
133;731560;Аминокислоты кормовые не поименованные в алфавите;3
134;731039;АМИНОНАФТОЛ;3
135;461027;АМИНОПЛАСТЫ;3
136;467019;Аминотолуолы (толуидины);3
137;467023;АМИНОФЕНОЛЫ;3
138;731043;Амины С17-С20 кубовые;3
139;731058;Амины С17-С20 первичные;3
140;731005;Амины, амиды и их производные;3
141;731062;Амины, амиды и их производные, не поименованные в алфавите;3
142;488161;Аммиак безводный сжиженный;3
143;432005;Аммиак водный (вода аммиачная);2
144;488049;Аммиак жидкий безводный;3
145;433031;АММИАКАТ;2
146;432018;Аммиак-растворы в воде, с массовой долей более 10 %, но не более 35 %;2
147;483045;Аммония бисульфит;3
148;485040;Аммония бромид (аммоний бромистый);3
149;485055;Аммония гидрофторид твердый;3
150;483064;Аммония карбонат (аммоний углекислый);3
151;485061;Аммония кремнефторид (аммоний кремнефтористый, гексафторсиликат аммония);3
152;483079;Аммония молибдат;3
153;483056;Аммония нитрат (аммоний азотнокислый);3
154;483083;Аммония пероксо-дисульфат (аммоний надсернокислый);3
155;483098;Аммония перхлорат (аммоний хлорнокислый);3
156;485074;Аммония роданид (аммоний роданистый);3
157;433027;Аммония сульфат (аммоний сернокислый);2
158;485089;Аммония сульфид, раствор;3
159;483115;Аммония фосфат (аммоний фосфорнокислый трехзамещенный);3
160;485093;Аммония фторид (аммоний фтористый);3
161;485106;Аммония хлорид (аммоний хлористый, нашатырь);3
162;483122;Аммония хромат (аммоний хромовокислый);3
163;436025;АММОФОС;2
164;483134;Амония дихромат (аммоний двухромовокислый);3
165;751013;Анабазин-сульфат;3
166;51040;Ананасы свежие;2
167;582019;Ананасы сушеные;2
168;723066;Ангидрид малеиновый;3
169;723070;Ангидрид уксусный;3
170;723085;Ангидрид фталевый технический;3
171;723329;Ангидриды органических кислот, не поименованные в алфавите;3
172;233025;Ангидрит (шпат полевой и шпат легкий) в кусках и молотый;1
173;241036;АНДЕЗИТЫ;1
174;463018;Анид (волокно синтетическое);3
175;731077;Анизидин (аминоанизол);3
176;712610;Анизоилхлорид (анизоил хлористый);3
177;467042;Анилин (аминобензол);3
178;467038;Анилин солянокислый (анилина гидрохлорид);3
179;441042;Антибиотики, не поименованные в алфавите;2
180;441057;АНТИНИКОТИН;2
181;475015;Антиокислитель древесносмоляной (ингибитор);3
182;757058;Антиоксидант ВС-1;3
183;475022;Антиполимеризатор древесносмоляной;3
184;751028;Антисептики и средства дезинфицирующие, не поименованные в алфавите;3
185;721018;Антифризы этиленгликолевые;3
186;721022;Антифризы, не поименованные в алфавите;3
187;467057;АНТРАХИНОН;3
188;711016;АНТРАЦЕН;3
189;161016;АНТРАЦИТ;1
190;431017;Апатиты, не поименованные в алфавите;1
191;53012;Апельсины свежие;2
192;402029;Аппаратура электроаккустическая;3
193;402014;Аппараты и приборы телеграфные, телефонные и их части;3
194;401007;Аппараты и приборы, кроме электробытовых;3
195;401026;Аппараты, машины, приборы и инструменты различного назначения;3
196;401011;Аппараты, оборудование кинематографическое и фотографическое;3
197;400004;АППАРАТЫ, ПРИБОРЫ И ПРЕДМЕТЫ ЭЛЕКТРО- И РАДИОТЕХНИКИ;3
198;441061;АПТЕЧКИ;2
199;232037;Арагонит;1
200;54015;Арахис (земляной орех);2
201;264019;АРБОЛИТ;1
202;42018;Арбузы свежие;2
203;151022;АРГЕНТИТ;1
204;241040;АРГИЛЛИТ;1
205;488072;Аргон и кислород в смеси;3
206;488068;Аргон охлажденный, жидкий;3
207;488087;Аргон с примесью ядовитых газов;3
208;488053;АРГОН СЖАТЫЙ;3
209;757062;АРЗАМИТ;3
210;264023;Арки бетонные, цементные и шлаковые;1
211;411013;Арматура газовая и водопроводная;3
212;416017;Арматура котловая из цветных металлов, не поименованная в алфавите;3
213;411028;Арматура котловая из черных металлов;3
214;41015;Артишок свежий;2
215;304019;Асбест амфиболовый (актинолит, амозит, антофиллит, кроцидолит, тремолит и др.);1
216;304004;Асбест и слюда;1
217;304112;АСБЕСТ ХРИЗОТИЛОВЫЙ;1
218;261010;АСБЕСТИН;3
219;261025;АСБЕСТИТ;3
220;261031;АСБОЗОНОЛИТ;3
221;261044;АСБОЗУРИТ;3
222;461031;АСБОПЕКОЛИТ;3
223;461046;Асботекстолит;3
224;261059;АСБОТЕРМИТ;3
225;261063;АСБОФАНЕРА;3
226;225014;Асидол-деэмульгатор;2
227;225033;Асидол-мылонафт;2
228;241055;Аскангель (глина белая);1
229;241063;АСПИД;1
230;223019;Асфальт природный;2
231;223004;Асфальт, битум и гудрон природные;2
232;223023;Асфальтит (асфальт);2
233;264038;Асфальтобетон холодный (смесь асфальтобетонная холодная);1
234;671016;Атласы географические;2
235;671020;АФИШИ;2
236;725023;Ацетали, не поименованные в алфавите;3
237;723098;Ацетальдегид (этаналь, альдегид уксусный);3
238;711020;Ацетилен (этин) растворенный;3
239;725038;Ацетилцеллюлоза;3
240;723102;Ацетон (пропанон);3
241;754011;АЦЕТОНАНИЛ Р;3
242;732031;Ацетонитрил технический;3
243;742014;Ацетонциангидрин;3
244;725042;Ацетопропилацетат;3
245;757077;АЭРОЗОЛИ;3
246;757081;Аэрозоли воспламеняющиеся;3
247;751032;Аэрозоли воспламеняющиеся ядовитые;3
248;757096;Аэрозоли неядовитые невоспламеняющиеся;3
249;757109;АЭРОЛАКИ;3
250;391040;АЭРОПЫЛИТЕЛИ;3
251;486039;АЭРОСИЛ;3
252;391055;АЭРОСТАТЫ;3
253;475049;АЭРОФЛОТЫ;3
254;331035;Баббиты, не поименованные в алфавите;3
255;331040;Бавик (сплав цинковый);3
256;125013;БАГЕТЫ;3
257;411032;Багры стальные;3
258;232041;БАЗАЛЬТ;1
259;466016;Бакан (краситель);3
260;461050;БАКЕЛИТ;3
261;462015;Баки карболитовые;3
262;412016;Баки металлические;3
263;452032;Баки эбонитовые;3
264;41022;Баклажаны свежие;2
265;753019;Бактерицид марок СНПХ, СНПХ-1002, ЛПЭ;3
266;81027;Балансы всяких пород дерева длиной до 1.5 м включительно, кроме хвойных;1
267;81031;Балансы всяких пород дерева длиной свыше 1.5 м, кроме хвойных;1
268;81046;Балансы хвойных пород дерева;1
269;451010;БАЛАТА;3
270;91014;Балки деревянные;1
271;254017;Балки железобетонные;2
272;322002;Балки и швеллеры;3
273;322017;Балки и швеллеры N 10-12;3
274;322021;Балки и швеллеры N 14;3
275;322036;Балки и швеллеры N 16-18;3
276;322040;Балки и швеллеры N 20 и более;3
277;322055;Балки стальные несклепанные, не поименованные в алфавите;3
278;371013;Балки стальные склепанные;3
279;236004;Балласт для железных дорог;1
280;236019;Балласт для железных дорог всякий (гравий, песок, щебень, асбестовые отходы);1
281;412020;Баллоны стальные;3
282;573010;БАЛЫКИ;2
283;464010;Бальзам пихтовый;3
284;81012;БАМБУК;1
285;51055;Бананы свежие;2
286;324012;Бандажи из черных металлов;3
287;127019;БАНКЕТКИ;3
288;412035;Банки (коробки) металлические консервные новые;3
289;662017;Банки стеклянны новые;2
290;125028;Барабаны деревянные для электрических кабелей и проводов;3
291;125032;Барабаны деревянные, не поименованные в алфавите;3
292;411047;Барабаны из черных металлов;3
293;561013;БАРАНИНА;2
294;61019;БАРАНЫ;2
295;51061;Барбарис свежий;2
296;601009;БАРДА;3
297;601013;Барда жидкая;3
298;600006;БАРДА, ВОДА И ЛЕД;3
299;487031;БАРИЙ;3
300;242016;Барит (шпат тяжелый);1
301;483149;Бария бромата моногидрат (барий бромноватокислый);3
302;485110;Бария бромид (барий бромистый);3
303;489056;БАРИЯ ГИДРИД;3
304;482023;Бария гидроксид;2
305;483153;Бария дихромат (барий двухромовокислый);3
306;483168;Бария карбонат (барий углекислый);3
307;483172;Бария нитрат (барий азотнокислый);3
308;483187;Бария перманганат (барий марганцево-кислый);3
309;481016;Бария пероксид;3
310;483191;Бария сульфат (барий сернокислый);3
311;485125;Бария сульфид (барий сернистый, сольбар);3
312;485138;Бария хлорид (барий хлористый);3
313;485144;Бария хлорид (барий хлористый), раствор;3
314;483204;Бария хромат (барий хромовокислый);3
315;485159;БАРИЯ ЦИАНИД;3
316;411051;Батареи клеточные из черных металлов для выращивания птиц;3
317;634017;Бахилы (брюки, чулки) кожаные, одежда для рыбных и других промыслов;3
318;42003;Бахчевые культуры;2
319;441076;Бацилихин для животноводства;2
320;268010;Бачки смывные полуфарфоровые;3
321;268024;Бачки смывные фаянсовые;3
322;411691;Бачки смывные чугунные;3
323;414026;Башмаки тормозные стальные;3
324;371028;Башни водонапорные;3
325;562016;Бекон соленый и копченый;2
326;466020;Белила литопонные (литопон), свинцовые, титановые, цинковые и др., не поименованные в алфавите;3
327;466586;Белит шлаковый порошкобразный технический;3
328;634021;Белье постельное;3
329;634036;Белье, не поименованное в алфавите;3
330;631019;Бельтинг (ткань прорезиненная);3
331;467061;БЕНЗАЛЬДЕГИД;3
332;467076;БЕНЗИДИН;3
333;725057;БЕНЗИЛАЦЕТАТ;3
334;712023;Бензилхлорид (бензил хлористый);3
335;211007;БЕНЗИН;2
336;211011;Бензин авиационный;2
337;211026;Бензин автомобильный (моторный) этилированный;2
338;211030;Бензин для промышленных целей;2
339;211045;Бензин медицинский;2
340;211056;Бензин моторный (автомобильный) неэтилированный;2
341;226017;Бензин нестабильный газовый;1
342;211100;"Бензин растворитель ""Галоша"" (""Уайт-спирит"")";2
343;754026;Бензин растворитель для лакокрасочной промышленности;3
344;211079;Бензин сланцевый;2
345;226021;Бензин стабильный газовый (газолин);2
346;211083;Бензин экстракционный;2
347;211115;Бензины, не поименованные в алфавите;2
348;712038;Бензоилхлорид (бензоил хлористый);3
349;711035;БЕНЗОЛ;3
350;475316;Бензол сырой каменноугольный;3
351;724016;Бензолсульфокислота;3
352;711043;Бензольная головка;3
353;712042;Бензотрифторид;3
354;712057;Бензотрихлорид;3
355;711054;Бентол (фракция бензолтолуольная);3
356;111010;БЕРЕСТА;2
357;481020;Берилия оксид;3
358;264042;Бетонит;1
359;412040;Бидоны металлические;3
360;331054;Биметалл с основой из цветных металлов;3
361;313018;Биметаллы с основой из черных металлов;3
362;441080;Бинты марлевые;2
363;222001;Битум и гудрон нефтяные и каменноугольные;2
364;222016;Битум каменноугольный;2
365;222020;Битум нефтяной для изоляции нефтегазопроводов;2
366;222035;Битум нефтяной щелочной (рубракс);2
367;223038;Битум природный;2
368;191015;Битум сланцевый;1
369;222048;Битумы вязкие;2
370;222054;Битумы жидкие;2
371;222069;Битумы нефтяные строительные твердых марок;2
372;222073;Битумы нефтяные, не поименованные в алфавите;2
373;465013;БЛАК;3
374;671035;Бланки канцелярские и почтовые;2
375;488091;БЛАУГАЗ;3
376;251019;Блоки аглопоритобетонные;2
377;251023;Блоки гранитные;2
378;121012;Блоки дверные и оконные деревянные;3
379;251038;Блоки железобетонные;2
380;416021;Блоки из цветных металлов;3
381;411066;Блоки из черных металлов;3
382;251042;Блоки известковопесчаные;2
383;251057;Блоки керамические;2
384;251061;Блоки мраморные;2
385;251076;Блоки силикатные;2
386;267017;Блоки стеклянные;3
387;251080;Блоки стеновые, не поименованные в алфавите;2
388;414030;Блоки стрелочных переводов на шпалах;3
389;251095;Блоки туфовые;2
390;261078;Блоки фундаментные;3
391;251108;Блоки шлакобетонные;2
392;251112;Блоки шлаковые (шлакоблоки);2
393;303389;Блоки, панели, бетонные огнеупорные, шамотные и подобные изделия;2
394;314010;БЛЮМСЫ;3
395;18165;Бобы мунг (Маш);2
396;41034;Бобы овощные свежие;2
397;74038;Бодяга (колонии пресноводных губок);2
398;241074;Бой графитовый;1
399;241089;Бой и лом карборундовых камней;1
400;241093;Бой и лом корундовых камней;1
401;241106;Бой керамический;1
402;241110;Бой кирпича хромомагнезитового;1
403;241125;Бой кирпича шамотного;1
404;241130;Бой кирпичный, не поименованный в алфавите;1
405;241144;Бой наждачных точильных и шлифовальных камней;1
406;241159;Бой огнеупорных изделий;1
407;241163;Бой стеклянный;1
408;241178;Бой фарфоровый;1
409;241182;Бой фаянсовый;1
410;241197;Бой электродный;1
411;151037;БОКСИТЫ;1
412;411070;Болванки из черных металлов;3
413;312015;Болванки стальные литые;3
414;416036;Болты и болтики из цветных металлов;3
415;487046;БОР;3
416;488104;Бор фтористый (бора трифторид);3
417;488119;Бор хлористый;3
418;485163;Бора трихлорид (бор треххлористый);3
419;241206;Борогипс гранулированный;1
420;361030;Бороздоделатели и ложбиноделатели;2
421;361045;БОРОНЫ;2
422;264057;Борт (камень обработанный);1
423;362014;Борта к тракторным прицепам;2
424;252011;Борулин (гидроизоляционный рулонный материал);3
425;124010;Бочки и бочонки деревянные всякие, включая фанерные штампованные возвратные;3
426;123018;Бочки и бочонки деревянные всякие, включая фанерные штампованные новые;3
427;412054;Бочки и бочонки металлические;3
428;404016;Бра (светильники настенные);3
429;592011;Брага алкогольная;3
430;213021;Брайтсток (масло минеральное);2
431;692031;Брак и отходы бумажные;3
432;631023;БРЕЗЕНТ;3
433;252026;БРИЗОЛ;3
434;225029;Брикетин;2
435;263016;Брикеты асфальтовые для дорожных покрытий;3
436;161024;Брикеты буроугольные;1
437;141035;Брикеты железной руды;1
438;111025;Брикеты и пеллеты (гранулы) из отходов древесины;2
439;181013;Брикеты и полубрикеты торфяные;1
440;316016;Брикеты из стальной стружки;3
441;316020;Брикеты из чугунной стружки;3
442;161039;Брикеты каменноугольные;1
443;171011;Брикеты кокса и полукокса;1
444;142023;Брикеты марганцевой руды;1
445;151041;Брикеты титаномагнетитовой руды;1
446;141048;Брикеты хромитовой руды;1
447;151056;Брикеты цветных руд;1
448;641025;Бритвы, в том числе электрические;3
449;487050;БРОМ;3
450;485178;Брома пентафторид (бром пятифтористый);3
451;485182;Брома трифторид (бром трехфтористый);3
452;723121;БРОМАЦЕТОН;3
453;712061;БРОМБУТАН;3
454;441095;Бромоформ (трибромметан);2
455;331069;БРОНЗА;3
456;266014;Бруски абразивные;3
457;266029;Бруски точильные;3
458;266033;Бруски шлифовальные;3
459;51074;Брусника свежая;2
460;51089;Брусника свежемороженая;2
461;264061;Брусчатка литая из доменных шлаков;1
462;92017;Брусья для стрелочных переводов непропитанные;3
463;93013;Брусья для стрелочных переводов пропитанные;3
464;92021;Брусья мостовые для железных дорог непропитанные;3
465;93024;Брусья мостовые для железных дорог пропитанные;3
466;552014;БРЫНЗА;2
467;41049;Брюква свежая;2
468;634040;БРЮКИ;3
469;403017;Буи светящиеся;3
470;61023;БУЙВОЛЫ;2
471;661014;Буйки стеклянные;3
472;414045;БУКСЫ;3
473;132021;Бумага альбомная;3
474;262013;Бумага асбестовая;3
475;132036;Бумага афишная;3
476;132040;Бумага билетная;3
477;132055;Бумага газетная;3
478;132061;Бумага гербовая (с водяными знаками);3
479;132074;Бумага гофрированная;3
480;132089;Бумага декоративно-оформительская;3
481;132093;Бумага для печати;3
482;132002;Бумага и картон;3
483;261082;Бумага изоляционная пропитанная асфальтовая, битуминизированная, кабельная, конденсаторная, смоляная, электролитическая, обработанная жидким стеклом;3
484;132106;Бумага индикаторная (крахмальная, куркумовая, лакмусовая, йодная);3
485;132110;Бумага картографическая;3
486;132125;Бумага копировальная;3
487;132138;Бумага курительная;3
488;266048;Бумага наждачная (шкурки для полировки и чистки);3
489;132144;Бумага обойная;3
490;132159;Бумага писчая и тетрадная;3
491;132163;Бумага промокательная;3
492;132182;Бумага салфеточная;3
493;132197;Бумага цветная;3
494;132204;Бумага электротехническая;3
495;132214;Бумага этикеточная;3
496;132178;Бумага, не поименованная в алфавите;3
497;132229;Бумага-основа;3
498;125047;Бункера деревянные;3
499;412069;Бункера металлические;3
500;653018;БУРДЮКИ;3
501;464025;БУСТИЛАТ;3
502;488123;Бутадиен ингибированный;3
503;441108;БУТАДИОН;2
504;226040;Бутан или бутана смеси;1
505;721037;Бутандиол-1, -2;3
506;721041;Бутанол (спирт бутиловый);3
507;682025;Бутафория прочая (декорации театральные, инвентарь театральный, реквизит театральный);3
508;712080;Бутил хлористый (1-хлорбутан);3
509;725061;Бутилакрилат ингибированный;3
510;725076;БУТИЛАЦЕТАТ;3
511;711069;БУТИЛБЕНЗОЛ;3
512;711073;Бутилен (бутен-1);3
513;721179;Бутилкарбитол;3
514;725080;БУТИЛЛАКТАТ;3
515;725095;Бутилметакрилат ингибированный;3
516;725108;Бутилцеллозольв;3
517;721130;Бутиндиол 1, -4;3
518;742029;БУТИРОЛАКТОН;3
519;662021;Бутыли стеклянные;2
520;662040;Бутылки стеклянные емкостью 0, 5 л;2
521;662036;Бутылки стеклянные емкостью 0.25 л;2
522;662055;Бутылки стеклянные импортные возвратные;2
523;662066;Бутылки стеклянные пивные емкостью 0.5 л;2
524;661029;Бутылки фарфоровые;3
525;127023;Буфеты-шкафы кухонные для посуды;3
526;61038;БЫКИ;2
527;264076;Бюсты бетонные и цементные;1
528;421161;Вагон для проводников;2
529;391064;Вагонетки-платформы;3
530;414055;Вагонотолкатели стальные;3
531;421000;Вагоны всякие и тендеры локомотивов;2
532;421176;Вагоны для метрополитена, перевозимые на своих осях;2
533;421227;Вагоны железнодорожные новые, перевозимые на своих осях, поступающие с предприятий-изготовителей;2
534;421195;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;2
535;421208;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекци;2
536;421034;Вагоны железнодорожные, перевозимые на своих осях, не поименованные в алфавите;2
537;391089;Вагоны железнодорожные, перевозимые не на своих осях;3
538;421212;Вагоны железнодорожные, порожние, перевозимые на своих осях, специально используемые в качестве прикрытия груза, а также для прикрытия или установки к;2
539;421180;Вагоны пассажирские, электро- и дизельпоездов;2
540;693157;Вагоны с людьми;3
541;421231;Вагоны, перевозимые на своих осях, следующие для сдачи в металлолом, исключенные из АБД ПВ;2
542;421246;Вагоны, перевозимые на своих осях, следующие на продажу;2
543;391074;Вагоны-дома передвижные;3
544;421049;Вагоны-цистерны, перевозимые на своих осях;2
545;441112;Вазелин медицинский;2
546;213036;Вазелины всякие, кроме медицинского;2
547;264080;Вазы цементные;1
548;416040;Валы и валики из цветных металлов;3
549;351018;Вальцы всех видов металлические;3
550;331073;ВАНАДИЙ;3
551;481622;Ванадия (V) оксид;3
552;516037;ВАНИЛЬ;2
553;416055;Ванны из цветных металлов;3
554;411085;Ванны из черных металлов;3
555;462025;Ванны фаолитовые;3
556;268039;Ванны фаянсовые;3
557;213040;Вапор (масло минеральное);2
558;465028;Вар лесохимический;3
559;465032;Вар простилочный;3
560;633014;Варежки-перчатки;3
561;581017;ВАРЕНЬЕ;2
562;262028;Вата асбестовая;3
563;625018;Вата льняная;3
564;625003;Вата льняная, щелковая и шерстяная;3
565;441127;Вата медицинская;2
566;261097;Вата минеральная: стеклянная, шлаковая и др.;3
567;624025;Вата хлопковая;3
568;624000;Вата хлопчатобумажная;3
569;624015;Вата хлопчато-бумажная всякая;3
570;131014;Вата целлюлозная;3
571;625022;Вата шелковая;3
572;625037;Вата шерстяная;3
573;632011;Ватины всякие;3
574;513018;ВАФЛИ;2
575;412073;Ведра металлические;3
576;452047;Велокамеры (камеры велосипедные) резиновые новые;3
577;692046;Велокамеры (камеры велосипедные) резиновые старые;3
578;453035;Велокамеры резиновые, бывшие в употреблении, восстановленные;3
579;391093;Велоколяски инвалидные;3
580;452051;Велопокрышки (покрышки велосипедные) резиновые новые;3
581;692050;Велопокрышки (покрышки велосипедные) резиновые старые;3
582;453049;Велопокрышки резиновые, бывшие в употреблении, восстановленные;3
583;683032;Велосипеды детские;3
584;391106;Велосипеды, кроме детских;3
585;213055;Велосит (масло минеральное);2
586;685019;Веники и метлы;3
587;416060;Вентили из цветных металлов;3
588;411097;Вентили из черных металлов;3
589;361057;Вентиляторы для очистки зерна (аспираторы);2
590;404024;Вентиляторы настольные электробытовые;3
591;63014;ВЕРБЛЮДЫ;2
592;623012;Веревки всякие, не поименованные в алфавите;3
593;411102;Веретена из черных металлов;3
594;331088;ВЕРКБЛЕЙ;3
595;304023;Вермикулит (слюда);1
596;234013;Вермикулит вспученный;1
597;512017;ВЕРМИШЕЛЬ;2
598;125051;ВЕРСТАКИ;3
599;391110;ВЕРТОЛЕТЫ;3
600;685023;Верши рыболовные;3
601;405008;Весы всякие, кроме аналитических, части весов;3
602;405012;Весы, кроме аналитических;3
603;692065;Ветошь (тряпье);3
604;692281;Ветошь промасленная;3
605;127038;ВЕШАЛКИ;3
606;641035;Вешалки-плечики;3
607;693015;Вещества радиоактивные, не поименованные в алфавите;3
608;753042;Вещества текстильно-вспомогательные, не поименованные в алфавите;3
609;753038;Вещество вспомогательное ОП-4, ОП-7, ОП-10, ОПЗЭ (эмульгатор);3
610;361064;ВЕЯЛКИ;2
611;693142;Взрывчатые материалы;3
612;591019;Вина виноградные;3
613;591023;Вина фруктовые и ягодные;3
614;591038;Вина шампанские и игристые;3
615;226055;ВИНИЛ;1
616;712095;Винил хлористый (винилхлорид) ингибированный;3
617;725112;Винилацетат ингибированный;3
618;488138;Винилацетилен ингибированный;3
619;711088;Винилбензол (стирол) ингибированный;3
620;712108;Винилиденфторид (винилиден фтористый, 1, 1-дифторэтилен);3
621;712112;Винилиденхлорид ингибированный;3
622;741026;Винилтрихлорсилан;3
623;461065;Винипласт листовой;3
624;591004;ВИНО;3
625;51093;Виноград свежий;2
626;582024;Виноград сушеный всякий;2
627;591042;Виноматериалы, содержащие менее 24 % спирта по объему;3
628;416074;Винты из цветных металлов;3
629;213061;Вискозин (масло цилиндровое марки 24);2
630;331092;ВИСМУТ;3
631;483219;Висмута (III) нитрат (висмут азотнокислый);3
632;441131;ВИТАМИНЫ;2
633;242024;ВИТЕРИТ;1
634;51106;Вишни свежие;2
635;582039;Вишни сушеные;2
636;573025;Вобла вяленая, копченая и соленая;2
637;475053;Вода дегтярная;3
638;602035;Вода дистиллированная;3
639;602001;Вода и лед;3
640;602016;Вода обыкновенная;3
641;593014;ВОДКА;3
642;593000;Водка и изделия ликеро-водочные;3
643;724020;Водный слой дикарбоновых кислот;3
